"var.x"	"var.y"	"prev"	"estimate"	"lower"	"upper"	"se"	"p.value"	"n"	"message"	"q.value"
"Eubacteriaceae_bacterium____HG3A.0052"	"syssd_all"	96.5788825990647	0.276942141129686	0.154265286395774	0.399618995863597	0.0625721931811659	9.86065780876808e-06	4063	NA	0.00111228220082904
"Clostridiales_sp.____HG3A.0136"	"syssd_all"	78.4641890228895	-0.27489682573027	-0.397808011961636	-0.151985639498904	0.0626917156107143	1.1906287639404e-05	4063	NA	0.001268495981234
"Clostridiales_sp.____HG3A.0242"	"syssd_all"	53.3349741570268	-0.262070733801186	-0.384121128358092	-0.14002033924428	0.0622526627587328	2.61298733564908e-05	4063	NA	0.00252638546966757
"Senegalimassilia_faecalis____HG3A.0467"	"syssd_all"	11.5185823283288	0.259525522301699	0.137253972908862	0.381797071694536	0.0623654643393312	3.23088822543669e-05	4063	NA	0.00283751767582261
"Odoribacter_splanchnicus____HG3A.0041"	"syssd_all"	92.714742800886	-0.261946072437023	-0.385947622081201	-0.137944522792844	0.0632478631436142	3.5213671008939e-05	4063	NA	0.00290641616327438
"Bacteria_sp.____HG3A.0483"	"syssd_all"	29.0425793748462	-0.256910068363585	-0.379036995897121	-0.13478314083005	0.062291698942117	3.79507908195483e-05	4063	NA	0.00305774943174646
"Clostridium_sp._TF06_15AC____HG3A.0032"	"syssd_all"	92.4686192468619	0.259253833125104	0.135214013304506	0.383293652945702	0.0632673831164501	4.25566130876302e-05	4063	NA	0.00331061100433426
"Anaerostipes_hadrus____HG3A.0003"	"syssd_all"	98.9170563622939	0.255287168692526	0.133034061004276	0.377540276380777	0.0623560580181104	4.32435700621598e-05	4063	NA	0.00332582366114429
"Agathobaculum_butyriciproducens____HG3A.0008"	"syssd_all"	98.4248092542456	0.251793885625372	0.129960254697647	0.373627516553097	0.0621421009440436	5.17795940352807e-05	4063	NA	0.00380917709163891
"Ruminococcaceae_sp.____HG3A.0437"	"syssd_all"	34.2603987201575	-0.246035269788163	-0.368167170705211	-0.123903368871116	0.0622942356513812	7.96587476268143e-05	4063	NA	0.00539130403938279
"Blautia_massiliensis____HG3A.0023"	"syssd_all"	97.6864385921733	0.243111503635342	0.1203830757399	0.365839931530785	0.0625984984351869	0.000104578373280937	4063	NA	0.00637645432761606
"Clostridium_sp._TM06_18____HG3A.0048"	"syssd_all"	96.652719665272	0.242343441029002	0.119128195568362	0.365558686489643	0.0628468031606352	0.000117046609667902	4063	NA	0.00694887240554705
"Clostridium_sp.____HG3A.0050"	"syssd_all"	94.265321191238	0.241600204746819	0.118616138513018	0.364584270980619	0.0627288885688999	0.000119259103301277	4063	NA	0.00701865748820039
"Fusicatenibacter_saccharivorans____HG3A.0004"	"syssd_all"	98.2525227664288	0.24002035700547	0.117063250687686	0.362977463323253	0.0627151374739863	0.000131641464250999	4063	NA	0.00755041889873525
"Bacteroides_pectinophilus____HG3A.0609"	"syssd_all"	8.07285257199114	-0.236984569020385	-0.359030810317868	-0.114938327722903	0.0622505443595322	0.000142827329661432	4063	NA	0.00792340464875879
"Ruminococcus_champanellensis____HG3A.0716"	"syssd_all"	7.13758306669948	-0.233463736077727	-0.354945849856048	-0.111981622299405	0.0619628071479424	0.000167092772922162	4063	NA	0.0088843094648382
"Ruminococcus_torques____HG3A.0034"	"syssd_all"	93.1085404873246	0.234959065711565	0.112308598913892	0.357609532509239	0.0625587338285642	0.000175268814743843	4063	NA	0.00912476413989486
"Anaerotruncus_massiliensis____HG3A.0460"	"syssd_all"	46.6404134875708	-0.232290163768897	-0.353935378764409	-0.110644948773386	0.0620459980717092	0.000183811943624043	4063	NA	0.00921510544035205
"Clostridiales_sp.____HG3A.0125"	"syssd_all"	74.1078021166626	-0.233762595941935	-0.356877921042117	-0.110647270841754	0.0627958380775236	0.000199945611324304	4063	NA	0.00995023454002124
"Oscillospiraceae_sp.____HG3A.0207"	"syssd_all"	44.2284026581344	-0.22783395686508	-0.350227051684192	-0.105440862045967	0.0624274594394641	0.000266068400640484	4063	NA	0.0123339105173616
"Clostridiales_sp.____HG3A.0197"	"syssd_all"	67.9547132660596	-0.226661023996989	-0.3487087176932	-0.104613330300778	0.062251285165726	0.000274993513391155	4063	NA	0.0125753790448063
"Oscillospiraceae_sp.____HG3A.0210"	"syssd_all"	54.2456313069161	-0.227173874885145	-0.350149090571557	-0.104198659198734	0.0627243742849123	0.000296260767221292	4063	NA	0.0132787607453888
"Clostridiales_sp.____HG3A.0149"	"syssd_all"	60.9401919763721	-0.22797772321686	-0.351555912786662	-0.104399533647057	0.0630319253579862	0.000301926286225474	4063	NA	0.0134436651656185
"Clostridiales_sp.____HG3A.0383"	"syssd_all"	24.7354171794241	-0.224143891006917	-0.346492965704263	-0.10179481630957	0.0624050066665348	0.000332451873699822	4063	NA	0.014610612215587
"Clostridiales_sp.____HG3A.0859"	"syssd_all"	12.6999753876446	-0.220566431616418	-0.342296453317727	-0.0988364099151094	0.0620892543288876	0.000386182660759133	4063	NA	0.0164382657108038
"Lawsonibacter_asaccharolyticus____HG3A.0014"	"syssd_all"	98.2032980556239	0.22336786455306	0.0990074989189233	0.347728230187197	0.0634308797647108	0.000434068983659156	4063	NA	0.0180231833215041
"Methanobrevibacter_smithii____HG3A.0152"	"syssd_all"	53.3103618016244	-0.22156062421134	-0.345068793771011	-0.0980524546516681	0.0629962111590041	0.000441289578602038	4063	NA	0.0181008961695672
"Clostridiales_sp.____HG3A.1445"	"syssd_all"	3.66724095495939	-0.216750530076952	-0.338132836273536	-0.0953682238803684	0.0619118995884115	0.00046873132148726	4063	NA	0.0188831760942011
"Allisonella_histaminiformans____HG3A.0332"	"syssd_all"	20.969726802855	0.218253229341352	0.0954625037704174	0.341043954912286	0.0626302738030351	0.000497883843262327	4063	NA	0.0196921447987483
"Clostridiales_sp.____HG3A.0514"	"syssd_all"	11.1740093526951	-0.21625454399561	-0.337931261429773	-0.0945778265614482	0.0620620661122634	0.000498440094152665	4063	NA	0.0196921447987483
"Clostridiales_sp.____HG3A.0154"	"syssd_all"	53.7779965542702	-0.218273460481729	-0.341147623901256	-0.0953992970622009	0.0626728318649623	0.000501687823392129	4063	NA	0.0196921447987483
"Oscillospiraceae_sp.____HG3A.0507"	"syssd_all"	23.0371646566576	-0.215102833742328	-0.336943983241902	-0.0932616842427543	0.0621459358445322	0.000543367770102799	4063	NA	0.0207769099890155
"Dorea_sp._AF24_7LB____HG3A.0086"	"syssd_all"	82.0575929116416	0.216828612595931	0.0937723234987024	0.33988490169316	0.0627657263487105	0.000556973041528376	4063	NA	0.02099598486087
"Clostridiales_sp.____HG3A.0442"	"syssd_all"	28.3042087127738	-0.213172040294531	-0.33505124824477	-0.0912928323442912	0.0621653478251572	0.0006117572629283	4063	NA	0.0217134348764476
"Oscillospiraceae_sp.____HG3A.0130"	"syssd_all"	76.5936500123062	0.210992358324994	0.0885495543316407	0.333435162318348	0.0624528139536487	0.000736076392666784	4063	NA	0.0245485246078484
"Clostridiales_sp.____HG3A.0381"	"syssd_all"	34.7034211174009	-0.210255390440217	-0.332302033964021	-0.0882087469164124	0.0622507495178989	0.000738408486190854	4063	NA	0.0245485246078484
"Clostridiales_sp.____HG3A.0269"	"syssd_all"	42.8501107555993	-0.209718621337544	-0.332624668868766	-0.0868125738063222	0.0626890945805386	0.000829383560504541	4063	NA	0.0269868650841093
"Eubacterium_rectale____HG3A.0018"	"syssd_all"	97.5879891705636	0.209053826924228	0.0862277723394928	0.331879881508964	0.0626482936151769	0.000854887872104444	4063	NA	0.0275518148495375
"Alistipes_sp._6CPBBH3____HG3A.0064"	"syssd_all"	83.3128230371647	-0.208735736762431	-0.331747889299686	-0.0857235842251757	0.062743214185654	0.000886448662704322	4063	NA	0.028433576062478
"Intestinimonas_massiliensis____HG3A.0198"	"syssd_all"	71.9911395520551	-0.207642057807859	-0.330269644359185	-0.0850144712565317	0.0625470635978794	0.000909083104667037	4063	NA	0.0290220493037099
"Clostridia_sp.____HG3A.0385"	"syssd_all"	36.1555500861432	-0.205981046358501	-0.328491373928265	-0.0834707187887378	0.0624872548290408	0.000988091764476597	4063	NA	0.0311042095905935
"Ruminococcus_sp.____HG3A.0487"	"syssd_all"	10.8294363770613	0.204173369508273	0.0819094925277008	0.326437246488846	0.0623615509714558	0.00106940653638564	4063	NA	0.0333536563975023
"Clostridiales_sp.____HG3A.0369"	"syssd_all"	23.5047994093035	-0.20251705478491	-0.324097290251831	-0.0809368193179895	0.0620128548058125	0.00110115827935103	4063	NA	0.0340303161399441
"Clostridiales_sp.____HG3A.0331"	"syssd_all"	32.316022643367	-0.201446489300937	-0.323424093627118	-0.0794688849747568	0.0622155355892391	0.0012141732978121	4063	NA	0.0363923312623503
"Clostridiales_sp.____HG3A.0751"	"syssd_all"	7.08835835589466	-0.201072870706591	-0.322881120069332	-0.07926462134385	0.0621291548981828	0.00122060567324963	4063	NA	0.0363923312623503
"Clostridiales_sp.____HG3A.0443"	"syssd_all"	15.9734186561654	-0.199920556545945	-0.321831096885136	-0.0780100162067548	0.0621813291306652	0.00131440010601339	4063	NA	0.0388465498580726
"Clostridiales_bacterium____HG3A.0022"	"syssd_all"	96.0127984248092	0.200345569296436	0.0781165765175743	0.322574562075297	0.0623437580388509	0.00132153941739883	4063	NA	0.0388877338128492
"Pediococcus_acidilactici____HG3A.1468"	"syssd_all"	2.6581343834605	0.200266603295023	0.0774581963674485	0.323075010222597	0.0626392923034341	0.00139893127149255	4063	NA	0.0401185035824644
"Firmicutes_sp.____HG3A.0398"	"syssd_all"	30.3962589219788	-0.198289396158163	-0.320243349217227	-0.0763354430990997	0.0622034720939838	0.00144501906583112	4063	NA	0.0409200378139959
"Bacteria_sp.____HG3A.0638"	"syssd_all"	10.8294363770613	-0.198855356868704	-0.321284363696517	-0.0764263500408908	0.0624457766122576	0.00146158348296146	4063	NA	0.0412166542195132
"Clostridia_sp.____HG3A.0756"	"syssd_all"	12.7738124538518	-0.196585027094843	-0.31808437474078	-0.0750856794489062	0.0619715974034151	0.00152459816677082	4063	NA	0.0424386597532765
"Oscillibacter_sp.____HG3A.0245"	"syssd_all"	73.6893920748216	-0.196847839487956	-0.318549122202137	-0.0751465567737738	0.0620745958062326	0.00152999896273633	4063	NA	0.0424386597532765
"Clostridiales_sp.____HG3A.0697"	"syssd_all"	8.63893674624662	-0.195170303425527	-0.316742676082117	-0.0735979307689379	0.0620088443240629	0.00165923264648178	4063	NA	0.0445158613430975
"Alistipes_shahii____HG3A.0054"	"syssd_all"	88.6044794486832	-0.195200693766435	-0.318054660541737	-0.0723467269911326	0.0626625304244269	0.00185195033453059	4063	NA	0.0465947950338403
"Clostridiales_sp.____HG3A.0229"	"syssd_all"	39.5028304208713	-0.193468760840017	-0.31561266853689	-0.0713248531431443	0.062300359793937	0.0019135659408711	4063	NA	0.0477897206192458
"Clostridiales_sp.____HG3A.0750"	"syssd_all"	10.7309869554516	-0.192482644633049	-0.314186150389069	-0.070779138877029	0.0620757296843684	0.00194378427757941	4063	NA	0.0483288926084727
"Lachnospiraceae_bacterium____HG3A.0217"	"syssd_all"	41.0041841004184	0.192737261704074	0.0706800216994934	0.314794501708654	0.0622561543274987	0.00197608994026746	4063	NA	0.0488108639260226
"Clostridiales_sp.____HG3A.0447"	"syssd_all"	18.5331036180162	-0.192774318262092	-0.314941127578922	-0.0706075089452608	0.0623120409263827	0.00199064389292029	4063	NA	0.0489915558810345
"Faecalibacterium_prausnitzii____HG3A.0025"	"syssd_all"	97.612601525966	0.192745974771176	0.0696669055868407	0.31582504395551	0.0627773454924698	0.00215290225120395	4063	NA	0.0512682687147132
"Clostridia_sp.____HG3A.0599"	"syssd_all"	11.3709081959143	-0.191178426852895	-0.31341428227328	-0.0689425714325095	0.0623472583774608	0.00218157229644473	4063	NA	0.0513018974296486
"Ruminococcus_sp._AM42_11____HG3A.0002"	"syssd_all"	99.1385675609156	0.191326773198877	0.0689068706052937	0.31374667579246	0.0624411329335112	0.00219789169863332	4063	NA	0.0513018974296486
"Ruminococcaceae_sp.____HG3A.0223"	"syssd_all"	76.8151612109279	-0.190324202420684	-0.312251426001984	-0.0683969788393843	0.0621898385357231	0.00222545908829548	4063	NA	0.0513018974296486
"Clostridiales_sp.____HG3A.0368"	"syssd_all"	24.6369677578144	-0.189628139099723	-0.312092057964127	-0.0671642202353189	0.0624635837422385	0.00241448424791537	4063	NA	0.054110031092355
"Eubacterium_ramulus____HG3A.0068"	"syssd_all"	88.3829682500615	0.186636461226924	0.0645181434406544	0.308754779013193	0.0622873074799268	0.00274904732238722	4063	NA	0.0590652453267196
"Bifidobacterium_gallinarum____HG3A.1171"	"syssd_all"	1.40290425793748	0.1877193309177	0.0646114709928985	0.310827190842501	0.0627920304122797	0.00281120528155855	4063	NA	0.0600196761690482
"Sutterella_sp._KLE1602____HG3A.0228"	"syssd_all"	34.6788087619985	0.186488770978488	0.0639208215518519	0.309056720405125	0.062516645262693	0.00287160296821908	4063	NA	0.060331086342342
"Clostridia_sp.____HG3A.0885"	"syssd_all"	4.35638690622693	-0.185492582604867	-0.307439265046539	-0.0635459001631958	0.0621997636644109	0.00287927613601898	4063	NA	0.060331086342342
"Clostridiales_sp.____HG3A.0316"	"syssd_all"	58.6758552793502	-0.185539249856156	-0.307624945436366	-0.0634535542759453	0.0622706682941248	0.00290420652525015	4063	NA	0.0606656474163364
"Eubacterium_siraeum____HG3A.0094"	"syssd_all"	81.1961604725572	-0.185275022251828	-0.307590341356154	-0.0629597031475023	0.0623877893887361	0.00299853839177112	4063	NA	0.0618722799863016
"Clostridiales_sp.____HG3A.1528"	"syssd_all"	0.886044794486832	0.182765100456593	0.0615805373139158	0.303949663599269	0.0618110393520113	0.00312655077125997	4063	NA	0.0634404686829706
"Clostridiales_sp.____HG3A.0551"	"syssd_all"	15.3581097711051	-0.182719933151973	-0.304187749621141	-0.0612521166828054	0.0619555147047813	0.00320455541426865	4063	NA	0.0643573621476862
"Lachnospiraceae_sp.____HG3A.0414"	"syssd_all"	51.6367216342604	0.183359463602738	0.0612248002004731	0.305494127005002	0.0622956446764088	0.0032654641331414	4063	NA	0.0653865717547366
"Clostridiales_bacterium____HG3A.0168"	"syssd_all"	88.1614570514398	0.183129131583708	0.0607239228423008	0.305534340325115	0.0624336382307905	0.00337439290479208	4063	NA	0.0671437618887737
"Clostridiales_sp.____HG3A.0133"	"syssd_all"	50.4307162195422	0.183597837738005	0.060789104907739	0.306406570568272	0.062639458532396	0.00339784050296166	4063	NA	0.0672414752165043
"Raoultella_planticola____HG3A.1692"	"syssd_all"	1.50135367954713	0.178904467549294	0.0578554130839717	0.299953522014616	0.0617419221973894	0.00378078606550415	4063	NA	0.072283503082859
"Clostridiales_sp.____HG3A.0118"	"syssd_all"	77.2089588973665	-0.180509866503968	-0.302932041811792	-0.0580876911961447	0.0624422921474052	0.00386326423497217	4063	NA	0.0736523164571596
"Clostridiales_sp.____HG3A.0350"	"syssd_all"	24.8338666010337	-0.179793218386388	-0.301813586091546	-0.05777285068123	0.0622373473516638	0.00388781004281999	4063	NA	0.0739120740724878
"Clostridiales_sp.____HG3A.0468"	"syssd_all"	22.6925916810239	-0.178925042400122	-0.301232677554152	-0.0566174072460921	0.0623838701358063	0.00415095787161196	4063	NA	0.07718004421734
"Clostridiales_sp.____HG3A.0371"	"syssd_all"	47.3049470834359	-0.177889303098119	-0.299525761403572	-0.0562528447926666	0.0620415316603132	0.00416233985510182	4063	NA	0.07718004421734
"Clostridiales_sp.____HG3A.0731"	"syssd_all"	7.3837066207236	-0.177755935246601	-0.299656454013157	-0.0558554164800457	0.0621762175570088	0.0042733359948898	4063	NA	0.078806370608758
"Clostridiales_sp.____HG3A.0128"	"syssd_all"	63.5983263598326	0.179531582263167	0.0559308881975478	0.303132276328787	0.0630434039344689	0.00442576376286801	4063	NA	0.0804947261429054
"Bacteroides_cellulosilyticus____HG3A.0108"	"syssd_all"	75.4614816637952	-0.17887464845658	-0.302333593645385	-0.0554157032677759	0.0629711039221924	0.00452617546832717	4063	NA	0.081471158429889
"Clostridiales_sp.____HG3A.0162"	"syssd_all"	54.6640413487571	-0.177904613397977	-0.301037890001183	-0.0547713367947704	0.0628049943679879	0.00463978173750577	4063	NA	0.082636954735366
"Anaerostipes_caccae____HG3A.0747"	"syssd_all"	13.6106325375338	0.175476494550882	0.0539018911306125	0.297051097971152	0.0620099821407786	0.00468108444387953	4063	NA	0.0831537520109625
"Clostridiales_sp.____HG3A.0613"	"syssd_all"	16.8348510952498	-0.175267484817175	-0.296940523368699	-0.0535944462656514	0.062060189672281	0.00476434337957567	4063	NA	0.0838300873960598
"Clostridiales_sp.____HG3A.0907"	"syssd_all"	3.29805562392321	-0.174380995579099	-0.295970214443749	-0.0527917767144487	0.0620174368510513	0.00495073719436355	4063	NA	0.0854759931924809
"Ruminococcus_sp._AM36_2AA____HG3A.0096"	"syssd_all"	95.9635737140044	0.174183750190137	0.0522484647587705	0.296119035621504	0.0621939505390905	0.00512472564594785	4063	NA	0.0875862201307451
"Clostridiales_sp.____HG3A.0335"	"syssd_all"	17.2778734924932	0.175042078832591	0.0524087855997456	0.297675372065436	0.0625499743309526	0.00515999193366446	4063	NA	0.0877457924800026
"Holdemania_sp._Marseille_P2844____HG3A.0201"	"syssd_all"	52.3750922963328	0.17396533386561	0.0519592860272854	0.295971381703935	0.0622300434027994	0.00520667221124236	4063	NA	0.0879480571400047
"Bacteroides_intestinalis____HG3A.0265"	"syssd_all"	32.0452867339404	-0.174541196774304	-0.297066825454083	-0.0520155680945257	0.0624950592678964	0.00524927058526077	4063	NA	0.0883757794055843
"Clostridiales_sp.____HG3A.1280"	"syssd_all"	1.72286487816884	0.173164287412887	0.0515248317232416	0.294803743102533	0.062043060497217	0.00527924258541673	4063	NA	0.0886598357769241
"Clostridiales_sp.____HG3A.1709"	"syssd_all"	2.06743785380261	0.172010665456377	0.0508927508045362	0.293128580108217	0.0617770448201749	0.00538859268358021	4063	NA	0.0891315765203531
"Clostridiales_sp.____HG3A.0113"	"syssd_all"	72.2618754614817	-0.173267190802028	-0.295609118868765	-0.0509252627352907	0.062401361477293	0.00551800959832165	4063	NA	0.0902074612595192
"Clostridiales_sp.____HG3A.0084"	"syssd_all"	77.061284764952	-0.17191145857974	-0.29387452327541	-0.0499483938840704	0.0622081195483643	0.00574521389186894	4063	NA	0.0928009728404988
"Faecalibacterium_prausnitzii____HG3A.0017"	"syssd_all"	98.031011567807	0.172613835029	0.0499333139308086	0.29529435612719	0.0625740632360712	0.00583254291755321	4063	NA	0.0937640153586702
"Clostridiales_sp.____HG3A.0457"	"syssd_all"	14.8904750184593	-0.171335470597114	-0.293663267373528	-0.0490076738206997	0.0623941537132049	0.00605968041647434	4063	NA	0.0959896837252295
"Clostridiales_sp.____HG3A.0972"	"syssd_all"	4.9224710804824	-0.170172975783918	-0.29170613809612	-0.0486398134717157	0.061988844811938	0.00607441998084955	4063	NA	0.0959896837252295
"Clostridiales_sp.____HG3A.0105"	"syssd_all"	87.9153334974157	0.173223549468293	0.0494872880197432	0.296959810916843	0.0631125510322828	0.00608445247017191	4063	NA	0.0959896837252295
"Clostridiales_sp.____HG3A.0328"	"syssd_all"	22.7418163918287	-0.170241093813577	-0.292149026000173	-0.0483331616269816	0.0621799988240774	0.00621147211600813	4063	NA	0.0965581786566607
"Prevotella_copri____HG3A.0237"	"syssd_all"	35.4417917794733	0.176661708798529	0.0501342742157287	0.30318914338133	0.0645362085342395	0.00622035548083689	4063	NA	0.0965581786566607
"Clostridium_spiroforme____HG3A.0259"	"syssd_all"	32.2667979325621	0.170282814537912	0.0480436717191209	0.292521957356704	0.0623489351381553	0.00633987596696351	4063	NA	0.0970775577927807
"Clostridiales_sp.____HG3A.1006"	"syssd_all"	9.91877922717204	-0.168432051695319	-0.289618060107953	-0.0472460432826861	0.0618117765221247	0.0064600841105103	4063	NA	0.0982513466515364
"Clostridia_sp.____HG3A.0515"	"syssd_all"	21.6588727541226	-0.170429425246419	-0.293183855044444	-0.0476749954483942	0.0626117608886058	0.00651723661207767	4063	NA	0.0988983349563714
"Flavonifractor_plautii____HG3A.0079"	"syssd_all"	92.9362539995078	0.169701036612425	0.0469136810806201	0.29248839214423	0.0626285548908581	0.0067646554540143	4063	NA	0.0997455078709559
"Firmicutes_sp.____HG3A.0397"	"syssd_all"	22.2987939945853	-0.168385056990138	-0.290300563215761	-0.0464695507645147	0.0621838620159911	0.00680108330496577	4063	NA	0.100064634365236
"Collinsella_phocaeensis____HG3A.1340"	"syssd_all"	1.50135367954713	0.16666485569327	0.0454247013397622	0.287905010046778	0.0618393940403577	0.0070660479157909	4063	NA	0.103066836840674
"Pediococcus_pentosaceus____HG3A.1246"	"syssd_all"	4.77479694806793	0.166232323818676	0.0449551804995064	0.287509467137846	0.0618582605226292	0.0072332074876842	4063	NA	0.104720210564481
"Clostridiales_sp.____HG3A.0254"	"syssd_all"	25.9660349495447	0.167804292184586	0.0449963473785257	0.290612236990646	0.0626390565951033	0.00741688450569048	4063	NA	0.10590184458758
"Oxalobacter_sp.____HG3A.1097"	"syssd_all"	2.36278611863155	-0.165111814958941	-0.286838969578289	-0.0433846603395932	0.0620877919535543	0.00786128586901097	4063	NA	0.110613685574774
"Clostridia_sp.____HG3A.1053"	"syssd_all"	9.35269505291656	-0.164734646573661	-0.286324199625438	-0.0431450935218843	0.0620176073055473	0.00793313707498647	4063	NA	0.111162467336456
"Alistipes_senegalensis____HG3A.0141"	"syssd_all"	70.0221511198622	-0.166033763201992	-0.28875233025377	-0.0433151961502146	0.0625934688424731	0.00802004649732386	4063	NA	0.112120885634587
"Roseburia_intestinalis____HG3A.0078"	"syssd_all"	86.980063992124	0.165725580406641	0.0431591923892674	0.288291968424015	0.0625158488549092	0.0080589322856634	4063	NA	0.112160610905406
"Clostridiales_sp.____HG3A.0193"	"syssd_all"	65.3458035934039	-0.16548504146287	-0.288377222917121	-0.0425928600086189	0.0626820220903873	0.00832146143074891	4063	NA	0.114539851981801
"Clostridiales_sp.____HG3A.0720"	"syssd_all"	7.08835835589466	0.163673415295864	0.0414669458913547	0.285879884700373	0.0623322698332385	0.00867737527790277	4063	NA	0.117801840309469
"Victivallales_sp.____HG3A.0824"	"syssd_all"	12.3307900566084	-0.16227062384396	-0.28394431281819	-0.0405969348697296	0.06206052142496	0.00896412292868953	4063	NA	0.120753194463995
"Odoribacter_laneus____HG3A.0710"	"syssd_all"	6.54688653704159	-0.162899117371137	-0.285145588451786	-0.0406526462904881	0.0623526729696935	0.00902117033984607	4063	NA	0.120753194463995
"Clostridiales_sp.____HG3A.1154"	"syssd_all"	3.32266797932562	-0.161316657317742	-0.28304823274705	-0.039585081888435	0.0620900468187885	0.00940873205892401	4063	NA	0.124371676903902
"Bacteroides_caccae____HG3A.0066"	"syssd_all"	89.4412995323652	-0.161886668593072	-0.284492199039341	-0.0392811381468033	0.0625358137262593	0.00966914787946293	4063	NA	0.126577935876606
"Lachnospiraceae_bacterium____HG3A.0126"	"syssd_all"	67.560915579621	0.161206230105402	0.0390184489690656	0.283394011241739	0.0623227377505255	0.00972724873693607	4063	NA	0.126847821679351
"Clostridiales_sp.____HG3A.0352"	"syssd_all"	58.1343834604972	-0.160849006910629	-0.283180191284064	-0.0385178225371932	0.0623958815809083	0.00997682113545612	4063	NA	0.12837096092161
"Firmicutes_sp.____HG3A.0301"	"syssd_all"	35.2695052916564	-0.160657147285675	-0.283549036992422	-0.037765257578928	0.0626818732825195	0.0104122722733553	4063	NA	0.131845826342867
"Bacteroidales_sp.____HG3A.0452"	"syssd_all"	19.0007383706621	-0.160007495306485	-0.28244217618082	-0.0375728144321502	0.062448670699621	0.0104372003225533	4063	NA	0.131845826342867
"Clostridia_sp.____HG3A.0828"	"syssd_all"	4.9224710804824	-0.15940732988211	-0.281399403052939	-0.0374152567112802	0.0622229155252869	0.0104476829491966	4063	NA	0.131845826342867
"Oscillospiraceae_sp.____HG3A.0060"	"syssd_all"	87.1277381245385	-0.159221955865769	-0.281334071014818	-0.0371098407167196	0.0622841437811572	0.0106138527419383	4063	NA	0.132536079995274
"Oscillospiraceae_sp.____HG3A.0693"	"syssd_all"	15.5057839035196	-0.157820979351873	-0.279637405913689	-0.0360045527900573	0.0621333257361236	0.0111220683866579	4063	NA	0.136862106983455
"Clostridiales_sp.____HG3A.0636"	"syssd_all"	11.1493969972926	-0.157064974125738	-0.278480938166029	-0.0356490100854471	0.061929067008485	0.011244250417084	4063	NA	0.138114495141243
"Tidjanibacter_massiliensis____HG3A.0147"	"syssd_all"	55.0086143243908	-0.15908153948839	-0.28213057627532	-0.0360325027014606	0.0627620272567993	0.0112933774808824	4063	NA	0.138466628243862
"Lachnospiraceae_sp.____HG3A.0180"	"syssd_all"	71.7204036426286	-0.157475575935728	-0.279483835513355	-0.0354673163581004	0.0622311715159972	0.011428762203618	4063	NA	0.139620690603044
"Clostridiales_sp.____HG3A.0486"	"syssd_all"	14.3243908442038	-0.157647851526619	-0.279982989476617	-0.0353127135766199	0.0623978981304605	0.0115595361060556	4063	NA	0.140450594327912
"Eubacterium_sp._AM49_13BH____HG3A.0251"	"syssd_all"	70.0467634752646	-0.157542614626675	-0.279967272513062	-0.0351179567402888	0.0624435584040742	0.0116761210657026	4063	NA	0.141064663376256
"Clostridiales_sp.____HG3A.0821"	"syssd_all"	5.24243170071376	-0.155748315158921	-0.277190594935249	-0.0343060353825926	0.0619424895348661	0.0119628922177741	4063	NA	0.143470933482845
