"var.x"	"var.y"	"prev"	"estimate"	"lower"	"upper"	"se"	"p.value"	"n"	"message"	"q.value"
"Bacteria_sp.____HG3A.0483"	"diasd_all"	29.0425793748462	-0.213580047795399	-0.315724642868551	-0.111435452722247	0.052099569631063	4.22446888390201e-05	4063	NA	0.00331061100433426
"Clostridiales_sp.____HG3A.0100"	"diasd_all"	72.163426039872	-0.214706155416664	-0.3176587467517	-0.111753564081628	0.0525116938112757	4.42378228060352e-05	4063	NA	0.003364062750014
"Ruminococcaceae_sp.____HG3A.0437"	"diasd_all"	34.2603987201575	-0.199145477681167	-0.301304390468321	-0.0969865648940129	0.0521068724818606	0.000134485468223734	4063	NA	0.00761644489633278
"Clostridiales_sp.____HG3A.0859"	"diasd_all"	12.6999753876446	-0.196121103425591	-0.297909910546557	-0.0943322963046254	0.051918097481944	0.000160738499438765	4063	NA	0.00870302531361251
"Ruminococcus_champanellensis____HG3A.0716"	"diasd_all"	7.13758306669948	-0.194229132424804	-0.295833722380292	-0.0926245424693164	0.0518241362201349	0.000180907031649029	4063	NA	0.00920585556541823
"Clostridiales_sp.____HG3A.0383"	"diasd_all"	24.7354171794241	-0.195448876075516	-0.297762088638403	-0.0931356635126287	0.052185574168466	0.000182772934574722	4063	NA	0.00921510544035205
"Odoribacter_splanchnicus____HG3A.0041"	"diasd_all"	92.714742800886	-0.19409652736772	-0.297854791580366	-0.0903382631550734	0.052922632932987	0.000248110649503728	4063	NA	0.0116612005266752
"Fusicatenibacter_saccharivorans____HG3A.0004"	"diasd_all"	98.2525227664288	0.185734355914405	0.0828706103247608	0.28859810150405	0.0524663774135246	0.000404644465231113	4063	NA	0.0169789156738511
"Clostridium_sp.____HG3A.0050"	"diasd_all"	94.265321191238	0.185719147965938	0.0828303152481997	0.288607980683676	0.0524791732797771	0.0004064102155975	4063	NA	0.0169789156738511
"Ruminococcus_sp.____HG3A.0487"	"diasd_all"	10.8294363770613	0.181552640958779	0.0793142387694909	0.283791043148067	0.0521474166108814	0.000503966948254824	4063	NA	0.0196921447987483
"Dorea_sp._AF24_7LB____HG3A.0086"	"diasd_all"	82.0575929116416	0.182569083541686	0.0796519449445163	0.285486222138855	0.0524936108928033	0.000510758002441774	4063	NA	0.019753200917291
"Pediococcus_acidilactici____HG3A.1468"	"diasd_all"	2.6581343834605	0.181594416045938	0.0789058223155025	0.284283009776374	0.0523770399749817	0.000531796275168314	4063	NA	0.0204499840360179
"Clostridia_sp.____HG3A.0385"	"diasd_all"	36.1555500861432	-0.180084275472539	-0.282533822919144	-0.0776347280259335	0.0522551127354585	0.000574350893295874	4063	NA	0.0212415674635327
"Clostridiales_sp.____HG3A.0636"	"diasd_all"	11.1493969972926	-0.177761505494618	-0.279240065887071	-0.0762829451021641	0.0517598539544882	0.000600091992615907	4063	NA	0.0217134348764476
"Clostridium_sp._TF06_15AC____HG3A.0032"	"diasd_all"	92.4686192468619	0.181540338630513	0.0777325648543384	0.285348112406688	0.0529478856343228	0.000612775718292183	4063	NA	0.0217134348764476
"Oscillospiraceae_sp.____HG3A.0507"	"diasd_all"	23.0371646566576	-0.176598552322288	-0.278507130110549	-0.0746899745340274	0.0519791873537677	0.000686808853573357	4063	NA	0.0234763753585075
"Clostridiales_sp.____HG3A.0244"	"diasd_all"	35.8602018213143	-0.176653125847961	-0.279212040602955	-0.0740942110929677	0.0523108963008508	0.000739937798463515	4063	NA	0.0245485246078484
"Clostridia_sp.____HG3A.1053"	"diasd_all"	9.35269505291656	-0.174859835669937	-0.276496847613884	-0.0732228237259894	0.0518406732835411	0.000750634111585337	4063	NA	0.024781910571754
"Prevotella_copri____HG3A.0237"	"diasd_all"	35.4417917794733	0.180065831363504	0.0742922050957145	0.285839457631294	0.0539505825337324	0.000852856220709014	4063	NA	0.0275518148495375
"Alistipes_shahii____HG3A.0054"	"diasd_all"	88.6044794486832	-0.173856586964582	-0.276589686457999	-0.0711234874711647	0.0523997404526307	0.000915215835627112	4063	NA	0.0290806609179544
"Clostridiales_sp.____HG3A.0381"	"diasd_all"	34.7034211174009	-0.169486425430121	-0.271571720384287	-0.0674011304759548	0.0520693231880084	0.00114342943945912	4063	NA	0.0349088186607874
"Ruminococcaceae_sp.____HG3A.0223"	"diasd_all"	76.8151612109279	-0.168371445653965	-0.270332010176056	-0.0664108811318736	0.052005703553251	0.00121554709937441	4063	NA	0.0363923312623503
"Firmicutes_sp.____HG3A.0398"	"diasd_all"	30.3962589219788	-0.167748136998628	-0.269742394952011	-0.0657538790452452	0.0520228891250224	0.00127218131350693	4063	NA	0.0377636979377846
"Clostridiales_sp.____HG3A.0409"	"diasd_all"	25.5230125523013	-0.166540865512169	-0.268214128259706	-0.0648676027646325	0.0518591632610523	0.00133146881153421	4063	NA	0.0390103069976775
"Oscillospiraceae_sp.____HG3A.0207"	"diasd_all"	44.2284026581344	-0.16766320099011	-0.27006675788327	-0.0652596440969503	0.0522316549299829	0.00133802142975056	4063	NA	0.0390333148127231
"Clostridiales_sp.____HG3A.0125"	"diasd_all"	74.1078021166626	-0.167693238011358	-0.270709608852707	-0.06467686717001	0.0525442249973632	0.00142661697466631	4063	NA	0.0407398467702176
"Firmicutes_sp.____HG3A.0397"	"diasd_all"	22.2987939945853	-0.163105419240087	-0.265038230510853	-0.061172607969321	0.0519915478120796	0.00171853147643476	4063	NA	0.0450274378753962
"Clostridiales_sp.____HG3A.0450"	"diasd_all"	19.3453113462958	-0.163086009486326	-0.265387341128775	-0.0607846778438779	0.0521795142213759	0.00178804297808523	4063	NA	0.0458389199836394
"Clostridiales_sp.____HG3A.0136"	"diasd_all"	78.4641890228895	-0.16400395024534	-0.266924708298715	-0.0610831921919647	0.0524954570219155	0.00179609169629178	4063	NA	0.0458715041528407
"Allisonella_histaminiformans____HG3A.0332"	"diasd_all"	20.969726802855	0.163612637135802	0.060884452038589	0.266340822233015	0.0523972338302583	0.00180593034283624	4063	NA	0.0459493855650965
"Clostridiales_sp.____HG3A.0197"	"diasd_all"	67.9547132660596	-0.160599735580826	-0.262723798956562	-0.0584756722050904	0.0520890972942899	0.00206219953675453	4063	NA	0.0502049153408442
"Roseburia_intestinalis____HG3A.0078"	"diasd_all"	86.980063992124	0.160687969358863	0.0582098496685624	0.263166089049163	0.0522696862094523	0.00212503198998951	4063	NA	0.0512682687147132
"Eubacterium_rectale____HG3A.0018"	"diasd_all"	97.5879891705636	0.160928043664892	0.058179219077023	0.263676868252762	0.0524077611477324	0.0021501706168462	4063	NA	0.0512682687147132
"Clostridia_sp.____HG3A.1471"	"diasd_all"	1.18139305931578	0.158962968248719	0.0574252097603713	0.260500726737067	0.051790048359947	0.00215965886146826	4063	NA	0.0512682687147132
"Clostridiales_sp.____HG3A.0149"	"diasd_all"	60.9401919763721	-0.161172635763523	-0.264577247946731	-0.0577680235803142	0.0527422502262987	0.00225920252803713	4063	NA	0.05165636050593
"Clostridium_sp._TM06_18____HG3A.0048"	"diasd_all"	96.652719665272	0.160254723377611	0.0571298134345228	0.263379633320699	0.0525995861301252	0.00232904443195096	4063	NA	0.0530739822068824
"Clostridiales_sp.____HG3A.0269"	"diasd_all"	42.8501107555993	-0.159637373211004	-0.262455967182057	-0.0568187792399502	0.0524433475126762	0.00234996090189433	4063	NA	0.0533709241074524
"Oscillospiraceae_sp.____HG3A.0210"	"diasd_all"	54.2456313069161	-0.159483126035308	-0.26238502724408	-0.0565812248265352	0.0524858389556077	0.002392414065822	4063	NA	0.053876888332457
"Candidatus_Melainabacteria_sp.____HG3A.1096"	"diasd_all"	4.20871277381245	-0.155432091634223	-0.257572446919475	-0.05329173634897	0.0520974070974045	0.00286726160549756	4063	NA	0.060331086342342
"Clostridiales_sp.____HG3A.0457"	"diasd_all"	14.8904750184593	-0.155659050980212	-0.257951427861644	-0.0533666740987799	0.052174946782494	0.00286804638009977	4063	NA	0.060331086342342
"Tidjanibacter_massiliensis____HG3A.0147"	"diasd_all"	55.0086143243908	-0.156515435993738	-0.259396466450711	-0.053634405536765	0.0524751936817598	0.00287507011368204	4063	NA	0.060331086342342
"Alistipes_sp._6CPBBH3____HG3A.0064"	"diasd_all"	83.3128230371647	-0.156089662796064	-0.259000914747765	-0.0531784108443628	0.0524906083678509	0.00296042938618932	4063	NA	0.0614606935145071
"Clostridiales_sp.____HG3A.0323"	"diasd_all"	29.1902535072606	-0.154919677460876	-0.257169736657879	-0.0526696182638731	0.0521533623497108	0.00299142047926456	4063	NA	0.0618722799863016
"Clostridiales_sp.____HG3A.0613"	"diasd_all"	16.8348510952498	-0.153574231336143	-0.255326546077827	-0.0518219165944596	0.0518994842870507	0.00310401871957828	4063	NA	0.0634055671709123
"Bacteria_sp.____HG3A.0638"	"diasd_all"	10.8294363770613	-0.154425149230342	-0.25683788695299	-0.0520124115076928	0.0522363376766803	0.00313219698750355	4063	NA	0.0634404686829706
"Faecalicatena_orotica____HG3A.1910"	"diasd_all"	3.64262859955698	0.153074699015427	0.0515222794864783	0.254627118544375	0.0517975263268927	0.00314262085928606	4063	NA	0.0634404686829706
"Oscillibacter_sp.____HG3A.0245"	"diasd_all"	73.6893920748216	-0.153417216912829	-0.255220250982722	-0.051614182842937	0.0519253540373762	0.00314952681404818	4063	NA	0.0634404686829706
"Clostridiales_sp.____HG3A.0750"	"diasd_all"	10.7309869554516	-0.152633291008736	-0.254433646641992	-0.0508329353754805	0.0519239878819184	0.00330592828626428	4063	NA	0.0660015417151523
"Holdemania_sp._Marseille_P2844____HG3A.0201"	"diasd_all"	52.3750922963328	0.152605958492594	0.0505752042382542	0.254636712746935	0.0520415043201938	0.00338298209280021	4063	NA	0.0671437618887737
"Clostridiales_sp.____HG3A.1445"	"diasd_all"	3.66724095495939	-0.15173616430125	-0.253302525701314	-0.050169802901187	0.0518046374763805	0.00341992899812149	4063	NA	0.0672851147072275
"Clostridia_sp.____HG3A.0515"	"diasd_all"	21.6588727541226	-0.152449842918143	-0.255102761270025	-0.0497969245662599	0.0523588434970602	0.00361556494813644	4063	NA	0.0705191457319523
"Agathobaculum_butyriciproducens____HG3A.0008"	"diasd_all"	98.4248092542456	0.150910766075356	0.0489110873037285	0.252910444846984	0.0520256540515208	0.00374388571709586	4063	NA	0.0717807890461892
"Clostridiales_bacterium____HG3A.0022"	"diasd_all"	96.0127984248092	0.150440857063934	0.0481876090599796	0.252694105067887	0.0521549888231396	0.00394163282358281	4063	NA	0.0747254088235531
"Intestinimonas_massiliensis____HG3A.0198"	"diasd_all"	71.9911395520551	-0.150631869317367	-0.253228008494146	-0.0480357301405869	0.0523298828791757	0.00401710994123354	4063	NA	0.0757320336553442
"Clostridiales_sp.____HG3A.0447"	"diasd_all"	18.5331036180162	-0.148568535089222	-0.25076253803329	-0.046374532145153	0.0521247704633666	0.00439116022419882	4063	NA	0.0803444967630842
"Streptococcus_parasanguinis____HG3A.0117"	"diasd_all"	92.4932316022643	0.149783014383549	0.0467193763314484	0.25284665243565	0.0525683339708834	0.0044042269945485	4063	NA	0.0803444967630842
"Clostridiales_sp.____HG3A.0773"	"diasd_all"	6.66994831405365	-0.147276027664292	-0.248847491482729	-0.0457045638458549	0.0518072400007838	0.00449531081708714	4063	NA	0.0813482984225822
"Anaerotruncus_massiliensis____HG3A.0460"	"diasd_all"	46.6404134875708	-0.14740152170352	-0.24921720868026	-0.0455858347267797	0.0519318077415677	0.00455765892768039	4063	NA	0.081820253640692
"Clostridiales_sp.____HG3A.1528"	"diasd_all"	0.886044794486832	0.146615916138369	0.0452531311711724	0.247978701105565	0.0517008018839852	0.00459359986485743	4063	NA	0.0820303004890636
"Methanobrevibacter_smithii____HG3A.0152"	"diasd_all"	53.3103618016244	-0.14909603719942	-0.252450259848117	-0.0457418145507235	0.0527165486895694	0.00470378973972519	4063	NA	0.0833383480587961
"Anaerostipes_hadrus____HG3A.0003"	"diasd_all"	98.9170563622939	0.146943807967503	0.0445821365008202	0.249305479434185	0.0522102909734102	0.00491011406430004	4063	NA	0.0854759931924809
"Victivallales_sp.____HG3A.0824"	"diasd_all"	12.3307900566084	-0.146010034608095	-0.247759053849865	-0.0442610153663237	0.0518978033941257	0.00492608537064811	4063	NA	0.0854759931924809
"Eubacterium_ramulus____HG3A.0068"	"diasd_all"	88.3829682500615	0.14585432790355	0.0437048285012131	0.248003827305887	0.0521020711186815	0.00514470001889598	4063	NA	0.0877061202213803
"Clostridiales_sp.____HG3A.0642"	"diasd_all"	14.7428008860448	-0.14436782830999	-0.245909313864783	-0.0428263427551965	0.0517919493764194	0.00533776023775261	4063	NA	0.0888813763037287
"Clostridiales_sp.____HG3A.0331"	"diasd_all"	32.316022643367	-0.145071000232728	-0.247123096568518	-0.0430189038969377	0.0520523899990473	0.00534496456200023	4063	NA	0.0888813763037287
"Oxalobacter_sp.____HG3A.1097"	"diasd_all"	2.36278611863155	-0.144432282357973	-0.246231327032166	-0.042633237683781	0.0519233192180213	0.00543407724196914	4063	NA	0.089425942909474
"Clostridia_sp.____HG3A.0272"	"diasd_all"	29.510214127492	-0.144872202056447	-0.247096618277406	-0.042647785835488	0.0521402829692992	0.00548673191526896	4063	NA	0.0899133210715262
"Clostridiales_sp.____HG3A.0162"	"diasd_all"	54.6640413487571	-0.145303311877206	-0.248291794040481	-0.042314829713932	0.0525300001808254	0.00569947901890874	4063	NA	0.0925037745802742
"Bacteroidales_sp.____HG3A.1070"	"diasd_all"	1.57519074575437	0.143601641215891	0.0414237036891937	0.245779578742588	0.0521165761841646	0.00588906269556177	4063	NA	0.0944482851269243
"Veillonellales_sp.____HG3A.1363"	"diasd_all"	11.1493969972926	0.142775008018436	0.0410170198971007	0.244532996139771	0.0519023780342722	0.00597141940209863	4063	NA	0.0953173738523669
"Lawsonibacter_asaccharolyticus____HG3A.0014"	"diasd_all"	98.2032980556239	0.145964241940915	0.0418907145877661	0.250037769294065	0.0530834351166853	0.00599189815983106	4063	NA	0.0954192158723214
"Clostridiales_sp.____HG3A.0473"	"diasd_all"	16.9333005168595	-0.142578645724907	-0.244469308133686	-0.0406879833161284	0.0519700494883709	0.00610668323943953	4063	NA	0.0960542549980255
"Clostridia_sp.____HG3A.0885"	"diasd_all"	4.35638690622693	-0.142675760641984	-0.244684687737001	-0.0406668335469672	0.052030371223957	0.00613112265944844	4063	NA	0.0960542549980255
"Clostridiales_sp.____HG3A.0551"	"diasd_all"	15.3581097711051	-0.141721114468859	-0.243327486807699	-0.0401147421300184	0.0518250453373085	0.00627336586884932	4063	NA	0.0970405980042493
"Clostridiales_sp.____HG3A.0305"	"diasd_all"	35.5648535564854	-0.143486723256047	-0.246481340668681	-0.0404921058434127	0.0525331295079426	0.00633544996267476	4063	NA	0.0970775577927807
"Alistipes_finegoldii____HG3A.0077"	"diasd_all"	89.6874230863894	-0.143437635614726	-0.246856849705833	-0.0400184215236196	0.0527496980321933	0.00657238099850611	4063	NA	0.0992898986560029
"Clostridiales_sp.____HG3A.0249"	"diasd_all"	31.9960620231356	-0.142061387064882	-0.244612862100414	-0.0395099120293492	0.0523071016195775	0.00663817143633972	4063	NA	0.0995415691637577
"Rothia_mucilaginosa____HG3A.0559"	"diasd_all"	31.4545902042825	0.141324743421825	0.0392859241732829	0.243363562670367	0.0520456179272494	0.00664835919024574	4063	NA	0.0995415691637577
"Oscillospiraceae_sp.____HG3A.1270"	"diasd_all"	6.69456066945607	-0.140265443129038	-0.241587855307949	-0.0389430309501273	0.0516802094591684	0.0066744118411348	4063	NA	0.0995415691637577
"Erysipelotrichales_sp.____HG3A.0283"	"diasd_all"	35.1218311592419	-0.141771856233885	-0.244211391709494	-0.0393323207582765	0.0522500060591854	0.00668985159776308	4063	NA	0.0995415691637577
"Akkermansia_muciniphila____HG3A.0110"	"diasd_all"	79.5471326605956	-0.142511530700904	-0.245505418689835	-0.0395176427119741	0.0525327574602486	0.00670041797004089	4063	NA	0.0995415691637577
"Blautia_massiliensis____HG3A.0023"	"diasd_all"	97.6864385921733	0.142065192027618	0.039319854326895	0.24481052972834	0.0524059826364017	0.00673996337911563	4063	NA	0.0997455078709559
"Clostridiales_sp.____HG3A.0442"	"diasd_all"	28.3042087127738	-0.140973355528425	-0.2429650137096	-0.0389816973472506	0.0520215630929097	0.00675938225636151	4063	NA	0.0997455078709559
"Clostridiales_sp.____HG3A.0489"	"diasd_all"	12.5276888998277	-0.140525432372056	-0.242487446654024	-0.0385634180900887	0.0520064430134795	0.00692023856457193	4063	NA	0.101377001309573
"Firmicutes_bacterium_AF25_13AC____HG3A.0013"	"diasd_all"	96.0620231356141	0.139699483990737	0.0375204195397036	0.24187854844177	0.0521171509798538	0.00738199779979277	4063	NA	0.10590184458758
"Firmicutes_sp.____HG3A.0341"	"diasd_all"	31.4545902042825	-0.13974250211469	-0.241986167202787	-0.0374988370265926	0.0521501009894603	0.00740114538747957	4063	NA	0.10590184458758
"Clostridiales_sp.____HG3A.0140"	"diasd_all"	59.8818606940684	-0.139766656564081	-0.242493291483147	-0.0370400216450138	0.0523964431509842	0.00767336365152271	4063	NA	0.108874895583869
"Clostridia_sp.____HG3A.1014"	"diasd_all"	3.22421855771597	-0.137942969163937	-0.239558555456104	-0.0363273828717694	0.0518297449790527	0.00781169093104332	4063	NA	0.110351375791604
"Clostridiales_sp.____HG3A.0731"	"diasd_all"	7.3837066207236	-0.138386733919771	-0.240353428448342	-0.0364200393911988	0.0520088302062005	0.0078263387086244	4063	NA	0.110351375791604
"Streptococcus_salivarius____HG3A.0071"	"diasd_all"	95.7420625153827	0.139976330804212	0.0366906652927807	0.243261996315643	0.0526815806391882	0.00791507437155835	4063	NA	0.111139467524288
"Clostridia_sp.____HG3A.0508"	"diasd_all"	19.7391090327344	-0.137302130666503	-0.239115201378752	-0.0354890599542529	0.0519304732974504	0.00822663062628982	4063	NA	0.113628236895366
"Clostridiales_sp.____HG3A.0154"	"diasd_all"	53.7779965542702	-0.138438226832245	-0.241272206730708	-0.0356042469337823	0.0524511952132407	0.00833862565221117	4063	NA	0.114539851981801
"Clostridiales_sp.____HG3A.0514"	"diasd_all"	11.1740093526951	-0.136791097988774	-0.238623476223833	-0.0349587197537154	0.0519403212353495	0.00848093661147363	4063	NA	0.115957533305967
"Clostridium_spiroforme____HG3A.0259"	"diasd_all"	32.2667979325621	0.13525668756162	0.0330114048368031	0.237501970286438	0.0521509260764548	0.00953380681168382	4063	NA	0.125290882527138
"Clostridiales_sp.____HG3A.0105"	"diasd_all"	87.9153334974157	0.136719644403108	0.0332208954335253	0.240218393372691	0.0527902653567424	0.00963664582342501	4063	NA	0.126396935916551
"Atopobiaceae_sp.____HG3A.0704"	"diasd_all"	7.62983017474772	0.134602611147744	0.0323934831963222	0.236811739099165	0.0521324850798198	0.00986055945500573	4063	NA	0.127847253623523
"Clostridiales_sp.____HG3A.0321"	"diasd_all"	34.6295840511937	-0.134542438053197	-0.237030783884119	-0.0320540922222741	0.0522749021244502	0.0100964985194231	4063	NA	0.128568936860885
"Clostridiales_sp.____HG3A.1701"	"diasd_all"	0.73837066207236	-0.13237022811494	-0.23371920757149	-0.0310212486583911	0.0516937602861137	0.0104841762385715	4063	NA	0.131845826342867
"Clostridiales_sp.____HG3A.0954"	"diasd_all"	3.15038149150874	-0.133291188096722	-0.23541014340548	-0.0311722327879629	0.0520864918887766	0.0105332586171412	4063	NA	0.131845826342867
"Clostridiales_sp.____HG3A.0668"	"diasd_all"	8.31897612601526	-0.132491409990258	-0.234155169679601	-0.0308276503009161	0.0518543161593357	0.0106538215820573	4063	NA	0.132790173973045
"Clostridiales_sp.____HG3A.0438"	"diasd_all"	74.4277627368939	0.132218727554064	0.0303803525111015	0.234057102597027	0.0519433799494276	0.0109517406333092	4063	NA	0.135505266190561
"Clostridiales_sp.____HG3A.1156"	"diasd_all"	4.33177455082451	-0.132155037422949	-0.234152956338538	-0.0301571185073606	0.0520247564245619	0.011115843309678	4063	NA	0.136862106983455
"Clostridia_sp.____HG3A.0599"	"diasd_all"	11.3709081959143	-0.131702823978314	-0.233975025519609	-0.0294306224370194	0.0521646562082592	0.0116168583088965	4063	NA	0.140649189686246
"Eubacterium_siraeum____HG3A.0094"	"diasd_all"	81.1961604725572	-0.131426268984312	-0.233757856584148	-0.0290946813844763	0.0521949464853889	0.0118419656738725	4063	NA	0.142609294805639
"Clostridiales_sp.____HG3A.0226"	"diasd_all"	44.745262121585	-0.131560261328628	-0.234186432861061	-0.0289340897961953	0.0523452010935503	0.0119995733088031	4063	NA	0.143470933482845
"Clostridia_sp.____HG3A.0828"	"diasd_all"	4.9224710804824	-0.130768552717018	-0.232800946108182	-0.0287361593258539	0.0520423403734674	0.0120195063955043	4063	NA	0.143470933482845
"Firmicutes_sp.____HG3A.0301"	"diasd_all"	35.2695052916564	-0.131466325141617	-0.234251723313834	-0.0286809269694001	0.0524264157618411	0.0121940358904615	4063	NA	0.144030078371105
"Slackia_isoflavoniconvertens____HG3A.0160"	"diasd_all"	44.3514644351464	0.130710439805226	0.0284545374753702	0.232966342135082	0.0521563426807475	0.012246076228138	4063	NA	0.144188655158308
"Clostridia_sp.____HG3A.0479"	"diasd_all"	11.9123800147674	-0.130141790485258	-0.232055846183359	-0.0282277347871574	0.0519819814002362	0.0123339494165728	4063	NA	0.144672737697339
"Eubacteriaceae_bacterium____HG3A.0052"	"diasd_all"	96.5788825990647	0.130956777286188	0.0281818476193624	0.233731706953014	0.0524210762269869	0.0125239838644704	4063	NA	0.146066673177131
"Lactococcus_lactis_subsp._cremoris____HG3A.0583"	"diasd_all"	41.6687176962835	0.129697346357713	0.027868448078538	0.231526244636887	0.051938546259358	0.012560697959381	4063	NA	0.146066673177131
"Clostridiales_sp.____HG3A.0113"	"diasd_all"	72.2618754614817	-0.13021293129834	-0.232553952375547	-0.0278719102211323	0.052199758096917	0.0126536126311933	4063	NA	0.146894768932961
"Firmicutes_sp.____HG3A.1054"	"diasd_all"	2.80580851587497	-0.128809281902575	-0.23032359118564	-0.0272949726195089	0.0517780879277526	0.0128975218005947	4063	NA	0.148739189714283
"Alistipes_senegalensis____HG3A.0141"	"diasd_all"	70.0221511198622	-0.130200804875418	-0.232848645841904	-0.0275529639089316	0.052356253740903	0.01292991308967	4063	NA	0.148739189714283
"Clostridiales_sp.____HG3A.0163"	"diasd_all"	63.0076298301747	-0.129793286149004	-0.232518563520488	-0.0270680087775192	0.0523957507242853	0.0132843686381124	4063	NA	0.151872646862744
"Bacteroides_pectinophilus____HG3A.0609"	"diasd_all"	8.07285257199114	-0.128640724881754	-0.230823580571047	-0.026457869192461	0.0521190847276118	0.0136212272125692	4063	NA	0.154329245382339
"Clostridia_sp.____HG3A.0787"	"diasd_all"	11.5678070391336	-0.128715465888232	-0.231002234885117	-0.0264286968913473	0.0521720864415114	0.0136621209845782	4063	NA	0.154366001375001
"Eubacterium_sp._AM49_13BH____HG3A.0251"	"diasd_all"	70.0467634752646	-0.128051992363631	-0.230447547752006	-0.0256564369752555	0.0522275737061515	0.0142570621449741	4063	NA	0.159227387124068
"Oscillospiraceae_sp.____HG3A.0130"	"diasd_all"	76.5936500123062	0.127409470162892	0.0249324832398173	0.229886457085966	0.052269108433556	0.0148303066975389	4063	NA	0.16284574338069
"Sutterella_sp._KLE1602____HG3A.0228"	"diasd_all"	34.6788087619985	0.127365537222663	0.0248162389156624	0.229914835529663	0.0523059913638694	0.0149354312575636	4063	NA	0.163238088312272
"Clostridiales_sp.____HG3A.0118"	"diasd_all"	77.2089588973665	-0.127001874599079	-0.229422443863799	-0.0245813053343597	0.0522403322098336	0.0150969597442688	4063	NA	0.163900764498329
"Clostridiales_sp.____HG3A.0685"	"diasd_all"	10.0910657149889	-0.125760159416826	-0.227460130467732	-0.0240601883659214	0.0518727860191636	0.0153784987974305	4063	NA	0.165999489411499
"Bacteroides_intestinalis____HG3A.0265"	"diasd_all"	32.0452867339404	-0.125924082336029	-0.228425403732604	-0.023422760939453	0.0522815204030363	0.0160603698507593	4063	NA	0.169868414489636
"Clostridiales_sp.____HG3A.0368"	"diasd_all"	24.6369677578144	-0.125879815430733	-0.228347851067631	-0.0234117797938346	0.0522645427670409	0.0160632070439372	4063	NA	0.169868414489636
"Clostridiales_sp.____HG3A.0369"	"diasd_all"	23.5047994093035	-0.124335279376777	-0.226083325693316	-0.0225872330602377	0.0518973071467636	0.0166306715200288	4063	NA	0.174506023019466
"Clostridiales_sp.____HG3A.0783"	"diasd_all"	11.469357617524	-0.126927613978856	-0.231143936683349	-0.0227112912743634	0.0531562688906602	0.0169953806579156	4063	NA	0.176903822659365
"Clostridiales_sp.____HG3A.1177"	"diasd_all"	2.06743785380261	0.124035777388608	0.0220304104454855	0.22604114433173	0.0520285553434262	0.0171728444868798	4063	NA	0.176903822659365
"Oscillospiraceae_sp.____HG3A.0060"	"diasd_all"	87.1277381245385	-0.124143191616027	-0.226283832693514	-0.0220025505385412	0.0520975528677447	0.0172239591517516	4063	NA	0.177160722703731
"Ruminococcaceae_bacterium____HG3A.0373"	"diasd_all"	22.5941422594142	-0.122660109198213	-0.22460983226021	-0.0207103861362168	0.0520001737902252	0.0183805937833028	4063	NA	0.184378644639886
"Firmicutes_bacterium____HG3A.0114"	"diasd_all"	53.3595865124292	0.1242901074702	0.0209005749890454	0.227679639951354	0.0527345587181321	0.0184767525894124	4063	NA	0.184986185688082
